Occurance,Landcover,Dist_Road,Dist_Rail,Dist_WA,Dist_W
1,21,3.131848123,1630.557955,2343.57842,1052.012505
1,21,0.603952428,2112.148426,277.127766,214.1051222
1,21,0.820999966,11193.57974,5276.846256,1064.325967
1,21,7.822689257,35.58300619,2278.481101,485.1556682
1,21,1.268926988,3609.731137,2106.298982,492.6223771
1,21,0,0,0,0
1,21,2.571553973,33.29853621,1072.790493,116.274389
1,21,0,0,0,0
1,21,1.342914811,13862.43934,538.1585394,400.1572754
1,21,1.508893455,14981.61723,3951.115738,212.9058673
1,21,0.504918581,7575.611048,799.0140659,559.4305625
1,21,3.49942497,12567.79069,1669.053296,298.893131
1,21,1.326618734,309.2446898,430.2409544,56.00645618
1,21,0.73388275,22653.04191,1100.964843,1166.916769
1,21,1.457050622,2127.692927,1940.018647,680.4836677
1,21,2.406441515,655.3606507,5351.085392,674.1886208
1,21,0,0,0,0
1,21,1.507049762,36.83485718,1477.755135,168.8084887
1,21,0.870804718,406.9636739,1214.21285,699.3732658
1,21,4.188853297,298.9982378,448.5682033,449.7357259
1,21,0,0,0,0
1,21,1.306532305,13878.86524,901.4073552,147.1267112
1,21,2.462292344,965.0531048,843.9287898,107.55469
1,21,4.165298825,3579.362885,1447.322783,874.114129
1,21,2.299829572,2649.306666,2521.352252,873.3085129
1,21,7.082183881,16304.15875,1751.29479,488.2491655
1,21,0.366735875,15994.99586,4253.004014,731.3674935
1,21,4.699413023,662.2447349,232.0841861,238.4890738
1,21,6.0726535,17871.75948,4793.387805,1132.347427
1,21,2.994517064,12908.23127,1630.679443,115.2679574
1,21,1.178669741,2800.14803,602.7250353,199.0549663
1,21,0.688920776,6012.82637,917.5665034,321.6347937
1,21,3.005309545,1402.80099,372.9385436,37.32707427
1,21,2.506702448,6908.827518,2947.864114,485.3662401
1,21,1.521933894,297.5350103,1190.522705,241.3424931
1,21,3.012534848,8140.253558,6965.158678,394.275543
1,21,0.280748359,5624.885203,717.8385467,74.82047283
1,21,1.580435164,14007.85765,4.620414041,1407.714198
1,21,1.11479956,4827.316526,882.0714259,203.1440125
1,21,1.590210998,13326.18787,2841.870706,1288.892244
1,21,1.162818678,1739.943361,2580.433712,890.6034619
1,21,1.178900444,3198.686251,966.9048442,306.0789165
1,21,1.438447177,7106.343697,6439.110366,270.5900502
1,21,1.922795464,3370.386311,425.0967903,695.3879882
1,21,1.093372285,14051.69619,1976.34715,914.142174
1,21,1.110558429,1437.154019,1913.786543,340.0387254
1,21,5.582524556,10699.07173,1262.265361,761.3733221
1,21,0.245838666,1703.108664,1860.404332,1371.49458
1,21,5.197749767,192.9205646,2234.240691,167.8234575
1,21,4.12449751,1780.231466,4107.17405,745.1463004
1,21,10.15890472,808.2610633,2619.065624,690.3829451
1,21,9.002929726,2726.904044,1134.829506,127.9540894
1,21,1.897073296,10658.18649,1035.54953,45.75678856
1,21,2.094291402,1573.931653,949.4023058,359.9392697
1,21,2.189307292,11783.17297,2985.64775,96.36275596
1,21,0.350119052,1688.634058,3184.584795,184.703392
1,21,4.384002174,3943.785275,290.0859222,155.6745055
1,21,4.616637443,2707.746088,1141.200955,876.9980318
1,21,0.026323476,8348.472787,26.97331354,56.94539739
1,21,0.126024221,11044.8994,2941.296754,819.6480104
1,21,0.358430183,713.9601503,113.5754435,226.1272729
1,21,19.56608346,294.6572865,541.952487,129.8303048
1,21,0.728518752,4948.76734,1842.917846,126.0503825
1,21,0.300506708,20065.7497,329.8594842,990.9172552
1,21,6.408489244,9905.433548,1277.395898,772.9876335
1,21,1.829590701,4718.689593,1323.581291,275.2852725
1,21,0.890740304,11363.62676,1264.140838,378.3164143
1,21,0.604019093,5461.796382,3100.349954,95.32888
1,21,2.886606291,19659.16735,2116.009038,150.698926
1,21,8.157902115,10385.30245,3492.238549,36.25509637
1,21,0.711282975,13927.12677,902.547498,611.9476685
1,21,0.192719145,3373.893477,469.6499268,147.2998898
1,21,0.338793322,16430.12811,2193.134603,490.3074261
1,21,162.830687,20393.1135,1062.548181,233.4252009
1,21,0.513668527,7400.526466,781.2537577,476.492472
1,21,2.137743276,14724.29491,854.79945,33.99944421
1,21,0.311169981,3605.637414,656.5515369,67.10038213
1,21,2.804677506,5572.500017,1895.201483,161.040255
1,21,1.864126751,13467.17972,12785.78568,214.9389136
1,21,0.388590425,12322.29993,4538.290675,1254.028103
1,21,0.670286878,685.3274139,1713.825698,358.1472403
1,21,5.273086198,5254.622701,1097.48246,284.559929
1,21,1.229174319,19683.50731,2755.074449,1417.840197
1,21,3.03551617,1030.994631,1846.491216,991.0932338
1,21,1.52965602,1229.732554,645.1618463,660.9509681
1,21,0.732750436,367.6322903,1321.227879,199.3344626
1,21,4.488471603,926.2868294,1910.821638,1016.086941
1,21,1.305431345,23087.71489,922.414867,555.6353791
1,21,9.013248562,4066.438815,621.2419057,154.7498738
1,21,0.511481775,5778.010715,1165.966026,273.5734858
1,21,1.274546495,8723.055269,242.6809302,233.8992946
1,21,2.003537455,7244.69485,391.7707405,424.9355021
1,21,5.800403854,8616.035825,5804.063447,1077.578926
1,21,8.341087479,3081.377923,539.0664502,166.1453722
1,21,1.869007704,5714.569182,4250.577542,311.2823343
1,21,1.283440773,3522.896929,216.4878048,161.637904
1,21,0.035662529,3275.009056,3993.110342,1173.391506
1,21,0.814484718,11230.54067,4328.649425,790.8958201
1,21,1.785139749,167.438117,1275.902307,397.7412958
1,21,1.972256823,14975.77952,1270.747223,645.8778035
1,21,3.986740294,79.90456976,1214.062197,123.5499491
1,21,21.68947744,611.2137362,2329.786133,711.6103842
1,21,0.77376078,7082.525631,1153.760857,401.3509768
1,21,1.601622787,1613.179335,262.9276876,1187.706851
1,21,3.067963892,378.6893161,137.8363896,133.5647558
1,21,0.825540794,1948.538174,139.0369047,152.6056781
1,21,0,0,0,0
1,21,0.341826671,8569.399876,88.94374141,449.9785352
1,21,0,0,0,0
1,21,8.762161246,9865.273569,959.093362,734.7199059
1,21,2.665033916,6834.03798,1127.858388,360.6408673
1,21,0.769113331,11350.70056,1057.215052,721.8575889
1,21,0.901020693,5429.574934,2102.217905,881.222673
1,21,0.38175482,28.73258327,1681.33393,1579.501281
1,21,4.043500044,2256.479665,195.4130452,6.746268577
1,21,6.790808368,9060.340901,1954.042409,351.6892512
1,21,1.660583629,1927.304915,399.3477139,190.7979877
1,21,1.678600966,17029.86502,1535.583469,927.9631592
1,21,8.195961462,793.0381475,122.0916805,41.64930556
1,21,0.189819185,4369.978591,508.8216592,1200.444109
1,21,2.725199363,829.4454371,1171.588705,615.0544519
1,21,1.045471934,24057.63062,3700.392543,336.8933665
1,21,0.442296995,996.2801848,3468.310144,246.4015507
1,21,5.370279517,2524.171872,1125.575498,208.4195198
1,21,5.788748751,1256.526918,2356.578236,385.4903058
1,21,2.982281565,68.97398881,862.4330838,370.7786732
1,21,3.172505853,7222.622132,2863.876825,241.0083597
1,21,5.918062119,2154.057855,2377.60081,273.4152706
1,21,5.583857439,5146.46981,3272.021189,1055.504517
1,21,3.123091384,4216.540931,1355.729822,341.3402037
1,21,0.330018596,4791.296267,1803.786823,1371.680371
1,21,1.750288293,824.6826885,3069.744734,234.3286269
1,21,1.212582413,451.4132707,1817.663838,406.0051803
1,21,0.315013402,10598.90935,4589.317904,1252.562161
1,21,2.296162994,1203.243411,5268.639299,2303.847907
1,21,1.164476212,3797.601193,1168.050146,504.4082991
1,21,0.452628767,1262.564931,1568.148164,1379.729429
1,21,2.844132796,7328.259693,869.417668,257.3665459
1,21,7.316129232,15416.86646,2167.986307,291.8930047
1,21,1.267538391,12928.65607,1317.013515,750.3612454
1,21,3.278086974,9724.715838,1878.612995,319.1458539
1,21,5.397425933,14405.95389,2421.151735,438.6037795
1,21,1.992115143,2367.441038,602.7618836,200.0634938
1,21,0.025702857,16636.24475,1663.360302,141.1600608
1,21,2.162053883,2074.642823,703.3057544,495.0466594
1,21,0.167223028,24537.18355,1275.895763,78.43944067
1,21,1.824319114,2600.476343,1441.509891,582.5634017
1,21,1.579726891,10089.96724,115.1741251,997.3318326
1,21,5.44687455,14477.63885,482.9296543,418.4707828
1,21,2.156712018,3168.422839,110.4369038,90.85672946
1,21,0,0,0,0
1,21,4.35752726,14934.96573,456.1893814,31.35406594
1,21,0.958640591,5335.434288,1669.890487,366.6868501
1,21,2.779877377,10336.49194,9116.399467,1055.182874
1,21,1.990717739,6511.558007,1513.561951,1807.819633
1,21,0.054487425,5464.410237,1065.996854,155.4016384
1,21,0.506185614,10126.01387,6123.077944,1116.139299
1,21,1.336288498,4511.263286,176.7474621,73.30174542
1,21,1.188616254,13075.70593,1793.050718,589.8983677
1,21,1.105830158,615.6335464,1658.224194,120.3131555
1,21,1.497107744,20287.77761,2136.480051,1983.2335
1,21,0.697796244,3079.236972,790.8964375,192.1613263
1,21,0.967539897,22829.39304,663.5712657,50.28868335
1,21,0.106558807,5341.720315,1254.509429,445.6331203
1,21,1.739726246,19211.13635,1661.849433,423.2307523
1,21,0.126791667,9012.282089,5283.646243,10.38841224
1,21,6.197795326,3502.814333,611.3392264,324.0502224
1,21,2.799814212,34.85167006,779.8017504,1142.968083
1,21,2.17604811,37.15254009,781.5941852,1145.905824
1,21,1.557823587,190.9537562,2095.103576,779.6577338
1,21,0.186611,10268.52508,781.2053886,256.1593006
1,21,2.0555898,2308.77628,3318.44906,300.9496935
1,21,11.98385032,7703.189963,681.4559945,339.6303987
1,21,3.197163477,14806.16,1271.544241,119.1354527
1,21,1.25398043,10271.91274,1447.633376,601.706946
1,21,0.228597784,342.0175738,1346.729789,458.8182775
1,21,0.755575645,4255.980573,3768.773579,645.7606213
1,21,5.195507426,4382.549552,1556.407557,128.6054057
1,21,1.001241248,2635.369808,112.5098828,122.0140635
1,21,0.602608193,7989.373512,2527.597686,1022.922757
1,21,1.920299134,314.1315931,403.7691754,794.3229843
1,21,0.675028712,9521.489161,302.1520527,358.4282924
1,21,9.046726277,9874.968312,1870.99368,344.5901525
1,21,20.01710228,5027.162753,893.631727,598.465707
1,21,4.266308545,2436.388477,1403.117831,667.537665
1,21,1.169504723,8221.407241,1552.146167,584.5621938
1,21,0.193968768,9683.531951,801.7813533,264.7133577
1,21,1.175255075,15881.71751,822.041294,872.1170477
1,21,0.946448746,85.27539836,2796.039541,695.3139738
1,21,0.531664947,2887.286867,586.8924406,483.5649174
1,21,0.394441861,1049.690483,1092.289527,806.2286231
1,21,1.049382248,4151.732493,1130.601129,447.7165829
1,21,3.390452488,10134.64478,447.8351262,297.997756
1,21,1.55503367,5236.345637,926.2388677,292.0339618
1,21,12.99871088,3027.506251,3778.623268,162.1795628
1,21,0.314875893,2799.853333,5036.545739,473.4957966
1,21,0.836225762,5773.356226,1227.031577,644.0165435
1,21,0.068562417,2026.725168,753.5823027,103.0557823
1,21,0.231368472,3854.301826,115.5350989,137.6909505
1,21,1.193898107,4688.649376,1369.001035,342.2967035
1,21,3.482496038,6777.427911,2971.321393,257.60672
1,21,0.306722483,1013.610779,1369.90207,569.5324664
1,21,2.055925103,41.27969643,415.4691211,222.5409936
1,21,3.590566811,21401.02421,1680.404135,301.9120352
1,21,0.493098256,16807.6088,3220.966712,469.2930924
1,21,4.525738993,2604.947469,1037.36365,326.2973504
1,21,1.46052757,3659.188858,355.0007167,70.00587652
1,21,0.339399141,6194.383219,1680.019129,483.1689038
1,21,1.203742417,6211.170053,1663.672014,465.9195387
1,21,1.65976479,7640.727645,1046.869438,220.7629928
1,21,5.596115972,15932.18521,682.4999116,761.1354076
1,21,1.207059906,9839.003004,3448.533608,179.9780998
1,21,0.442056915,11794.67194,1725.487654,197.0405622
1,21,3.10532737,900.0198678,391.3727393,254.0091765
1,21,0.998798158,1117.932112,63.12725323,406.216765
1,21,2.636414308,12522.8987,10754.07203,250.5516573
1,21,1.826576445,10868.49825,633.4580473,656.3810642
1,21,2.394077977,3449.050727,243.7654617,54.33051019
1,21,0.497375388,7272.154644,1442.085677,425.9695045
1,21,2.777588146,4946.847027,893.664751,132.6696905
1,21,1.785678582,3006.587455,2728.668001,757.4516684
1,21,2.044793812,3073.416691,887.8431077,613.7107869
1,21,2.663819637,1627.486956,4635.091216,1774.333228
1,21,56.94527298,2370.92238,236.5013267,87.93982545
1,21,7.838302824,6637.25017,3476.005416,355.1821098
1,21,0.022830618,83.51595924,1344.980726,473.9843554
1,21,4.123913253,5769.480309,1668.938366,568.9768342
1,21,4.078398564,6306.589211,193.5345586,511.561596
1,21,4.471101205,10153.23702,2551.92601,1164.025423
1,21,0.904437958,8856.275582,3831.783843,849.1248584
1,21,2.070305542,3499.677177,712.2539309,343.7547228
1,21,1.081809433,9413.250731,639.1251987,248.0777847
1,21,2.486234195,3311.316966,3265.683097,12.98594972
1,21,0.867315758,14989.79153,949.1370659,693.7860709
1,21,1.056643899,4047.291808,2138.899197,221.9892837
1,21,0.244760011,3978.095909,6561.639824,656.4702348
1,21,1.284086966,7819.451624,1494.637608,388.193667
1,21,2.616215992,887.7405009,439.3607988,163.0526712
1,21,1.074962328,6070.650568,542.6359231,189.8625603
1,21,1.744373728,3949.04775,759.0723409,362.6242752
1,21,1.706571433,8748.730959,2962.583075,631.237761
1,21,2.546484733,6761.040434,2901.620598,77.87201331
1,21,4.644750218,115.866435,1287.908524,852.226549
1,21,1.746219499,17685.20857,3005.6785,147.7160481
1,21,0.68323142,3021.137415,686.0397462,749.4683974
1,21,0.598281587,4712.740688,811.5098453,631.8042663
1,21,1.221387896,10835.76485,3960.696586,459.768556
1,21,1.328163876,6253.193844,4481.992334,493.9890912
1,21,1.506209863,7987.547984,2886.567132,29.97219418
1,21,1.217378963,22247.57956,4224.779497,711.2465969
1,21,4.405795177,3398.042971,275.7678426,545.7404063
1,21,2.393463674,7022.743904,487.4108698,182.7490059
1,21,0.172775125,7524.996896,3535.908653,1341.339036
1,21,7.541386009,6090.066052,1765.282001,309.5979685
1,21,4.288995431,26.98670725,887.9166627,1065.903705
1,21,2.26586733,623.3383685,79.61184831,85.80596857
1,21,0.201354343,776.7641979,1814.938729,226.3902324
1,21,1.586447173,9111.080957,8309.614291,982.4117386
1,21,2.117581638,2586.035388,2028.689788,747.7216659
1,21,1.31056752,5234.309713,238.2488829,245.4983656
1,21,1.104810121,1778.919025,1721.993913,154.5330022
1,21,2.667108339,2882.5303,3161.108273,297.4836703
1,21,2.708494479,13021.57346,529.8829445,2327.534491
1,21,1.5596105,9435.024287,435.2691082,172.1509848
1,21,2.556426756,29.64904906,3333.952711,929.5428025
1,21,0.328074111,10137.46481,448.8234095,1280.194962
1,21,2.858664161,2286.26336,2564.129235,503.0072138
1,21,0.870382753,1854.592347,2100.319025,1158.749086
1,21,2.813423551,2447.732645,1148.023672,596.9420897
1,21,1.076886453,1380.317086,621.6511543,102.4022134
1,21,0.382125987,3906.024693,857.5378031,439.0753322
1,21,0.962958132,422.5594488,3886.194634,852.7677032
1,21,0.530165752,7717.614922,289.8237258,441.7202795
1,21,0.470779574,2206.668611,1165.215242,1432.554923
1,21,3.109678513,13266.42273,1182.352063,974.6322349
1,21,1.552775317,7847.490487,3984.361704,364.0605433
1,21,1.88481934,1036.875908,1436.115521,878.4246016
1,21,2.236782348,1153.418431,1960.078194,667.9704614
1,21,1.634547411,2231.331751,358.8953053,350.4974982
1,21,1.81737271,4063.168574,444.3273347,378.5543383
1,21,4.313594437,15660.306,162.5963286,184.6275638
1,21,0.313259286,12578.27652,1097.711395,210.5530003
1,21,1.592815763,6157.510781,2008.20514,138.086656
1,21,4.285399654,67.75403964,412.4927091,537.7112133
1,21,0.414772283,370.5626155,1955.393335,342.8472868
1,21,0.145923205,322.8031087,419.6735603,466.8199325
1,21,0.297149601,66.28601673,5644.732843,443.9340805
1,21,3.665439861,21042.80911,387.1183452,415.9123936
1,21,2.285816441,888.916973,1533.718558,104.5305631
1,21,0.733654788,541.6375977,292.5075849,69.88844339
1,21,2.250973648,9100.414683,2067.099603,801.9684602
1,21,1.245485695,5434.267085,4244.251448,678.8732047
1,21,1.732924523,1225.249922,3334.477529,214.2095208
1,21,1.767220295,1892.621194,1736.712405,314.3799453
1,21,1.565653282,817.0985758,560.614497,269.1134736
1,21,0.108622986,7858.830864,496.9534996,295.6613709
1,21,2.910970294,9191.765142,141.2677638,596.6147259
1,21,3.194599537,764.0059188,201.0633459,192.8429128
1,21,20.02702455,754.4850974,925.7049764,2238.703972
1,21,3.116345205,4352.710801,3201.822815,1246.652339
1,21,2.998342215,9383.920773,1218.114653,97.80115519
1,21,4.353706926,2579.872617,1823.22181,178.267944
1,21,0.61293285,3808.468528,737.1467117,602.2758626
1,21,3.217860669,4525.397726,1872.731233,156.188158
1,21,6.228475289,3605.961783,2303.224771,521.8085431
1,21,1.211872888,10603.16451,1478.479863,204.125703
1,21,0.550356803,490.9865546,2367.226918,803.3983489
1,21,0.271455562,14061.6597,2416.633954,558.6470478
1,21,0.677368579,830.8427224,288.6308232,621.5383332
1,21,0.395286997,25366.95944,2104.109221,524.4604782
