Occurance,Landcover,Dist_WA,Dist_W
1,21,0,0
1,21,1072.790493,116.274389
1,21,0,0
1,21,538.1585394,400.1572754
1,21,3951.115738,212.9058673
1,21,799.0140659,559.4305625
1,21,1669.053296,298.893131
1,21,430.2409544,56.00645618
1,21,1100.964843,1166.916769
1,21,1940.018647,680.4836677
1,21,5351.085392,674.1886208
1,21,0,0
1,21,1477.755135,168.8084887
1,21,1214.21285,699.3732658
1,21,448.5682033,449.7357259
1,21,0,0
1,21,901.4073552,147.1267112
1,21,843.9287898,107.55469
1,21,1447.322783,874.114129
1,21,2521.352252,873.3085129
1,21,1751.29479,488.2491655
1,21,4253.004014,731.3674935
1,21,232.0841861,238.4890738
1,21,4793.387805,1132.347427
1,21,1630.679443,115.2679574
1,21,602.7250353,199.0549663
1,21,917.5665034,321.6347937
1,21,372.9385436,37.32707427
1,21,2947.864114,485.3662401
1,21,1190.522705,241.3424931
1,21,6965.158678,394.275543
1,21,717.8385467,74.82047283
1,21,4.620414041,1407.714198
1,21,882.0714259,203.1440125
1,21,2841.870706,1288.892244
1,21,2580.433712,890.6034619
1,21,966.9048442,306.0789165
1,21,6439.110366,270.5900502
1,21,425.0967903,695.3879882
1,21,1976.34715,914.142174
1,21,1913.786543,340.0387254
1,21,1262.265361,761.3733221
1,21,1860.404332,1371.49458
1,21,2234.240691,167.8234575
1,21,4107.17405,745.1463004
1,21,2619.065624,690.3829451
1,21,1134.829506,127.9540894
1,21,1035.54953,45.75678856
1,21,949.4023058,359.9392697
1,21,2985.64775,96.36275596
1,21,3184.584795,184.703392
1,21,290.0859222,155.6745055
1,21,1141.200955,876.9980318
1,21,26.97331354,56.94539739
1,21,2941.296754,819.6480104
1,21,113.5754435,226.1272729
1,21,541.952487,129.8303048
1,21,1842.917846,126.0503825
1,21,329.8594842,990.9172552
1,21,1277.395898,772.9876335
1,21,1323.581291,275.2852725
1,21,1264.140838,378.3164143
1,21,3100.349954,95.32888
1,21,2116.009038,150.698926
1,21,3492.238549,36.25509637
1,21,902.547498,611.9476685
1,21,469.6499268,147.2998898
1,21,2193.134603,490.3074261
1,21,1062.548181,233.4252009
1,21,781.2537577,476.492472
1,21,854.79945,33.99944421
1,21,656.5515369,67.10038213
1,21,1895.201483,161.040255
1,21,12785.78568,214.9389136
1,21,4538.290675,1254.028103
1,21,1713.825698,358.1472403
1,21,1097.48246,284.559929
1,21,2755.074449,1417.840197
1,21,1846.491216,991.0932338
1,21,645.1618463,660.9509681
1,21,1321.227879,199.3344626
1,21,1910.821638,1016.086941
1,21,922.414867,555.6353791
1,21,621.2419057,154.7498738
1,21,1165.966026,273.5734858
1,21,242.6809302,233.8992946
1,21,391.7707405,424.9355021
1,21,5804.063447,1077.578926
1,21,539.0664502,166.1453722
1,21,4250.577542,311.2823343
1,21,216.4878048,161.637904
1,21,3993.110342,1173.391506
1,21,4328.649425,790.8958201
1,21,1275.902307,397.7412958
1,21,1270.747223,645.8778035
1,21,1214.062197,123.5499491
1,21,2329.786133,711.6103842
1,21,1153.760857,401.3509768
1,21,262.9276876,1187.706851
1,21,137.8363896,133.5647558
1,21,139.0369047,152.6056781
1,21,0,0
1,21,88.94374141,449.9785352
1,21,0,0
1,21,959.093362,734.7199059
1,21,1127.858388,360.6408673
1,21,1057.215052,721.8575889
1,21,2102.217905,881.222673
1,21,1681.33393,1579.501281
1,21,195.4130452,6.746268577
1,21,1954.042409,351.6892512
1,21,399.3477139,190.7979877
1,21,1535.583469,927.9631592
1,21,122.0916805,41.64930556
1,21,508.8216592,1200.444109
1,21,1171.588705,615.0544519
1,21,3700.392543,336.8933665
1,21,3468.310144,246.4015507
1,21,1125.575498,208.4195198
1,21,2356.578236,385.4903058
1,21,862.4330838,370.7786732
1,21,2863.876825,241.0083597
1,21,2377.60081,273.4152706
1,21,3272.021189,1055.504517
1,21,1355.729822,341.3402037
1,21,1803.786823,1371.680371
1,21,3069.744734,234.3286269
1,21,1817.663838,406.0051803
1,21,4589.317904,1252.562161
1,21,5268.639299,2303.847907
1,21,1168.050146,504.4082991
1,21,1568.148164,1379.729429
1,21,869.417668,257.3665459
1,21,2167.986307,291.8930047
1,21,1317.013515,750.3612454
1,21,1878.612995,319.1458539
1,21,2421.151735,438.6037795
1,21,602.7618836,200.0634938
1,21,1663.360302,141.1600608
1,21,703.3057544,495.0466594
1,21,1275.895763,78.43944067
1,21,1441.509891,582.5634017
1,21,115.1741251,997.3318326
1,21,482.9296543,418.4707828
1,21,110.4369038,90.85672946
1,21,0,0
1,21,456.1893814,31.35406594
1,21,1669.890487,366.6868501
1,21,9116.399467,1055.182874
1,21,1513.561951,1807.819633
1,21,1065.996854,155.4016384
1,21,6123.077944,1116.139299
1,21,176.7474621,73.30174542
1,21,1793.050718,589.8983677
1,21,1658.224194,120.3131555
1,21,2136.480051,1983.2335
1,21,790.8964375,192.1613263
1,21,663.5712657,50.28868335
1,21,1254.509429,445.6331203
1,21,1661.849433,423.2307523
1,21,5283.646243,10.38841224
1,21,611.3392264,324.0502224
1,21,779.8017504,1142.968083
1,21,781.5941852,1145.905824
1,21,2095.103576,779.6577338
1,21,781.2053886,256.1593006
1,21,3318.44906,300.9496935
1,21,681.4559945,339.6303987
1,21,1271.544241,119.1354527
1,21,1447.633376,601.706946
1,21,1346.729789,458.8182775
1,21,3768.773579,645.7606213
1,21,1556.407557,128.6054057
1,21,112.5098828,122.0140635
1,21,2527.597686,1022.922757
1,21,403.7691754,794.3229843
1,21,302.1520527,358.4282924
1,21,1870.99368,344.5901525
1,21,893.631727,598.465707
1,21,1403.117831,667.537665
1,21,1552.146167,584.5621938
1,21,801.7813533,264.7133577
1,21,822.041294,872.1170477
1,21,2796.039541,695.3139738
1,21,586.8924406,483.5649174
1,21,1092.289527,806.2286231
1,21,1130.601129,447.7165829
1,21,447.8351262,297.997756
1,21,926.2388677,292.0339618
1,21,3778.623268,162.1795628
1,21,5036.545739,473.4957966
1,21,1227.031577,644.0165435
1,21,753.5823027,103.0557823
1,21,115.5350989,137.6909505
1,21,1369.001035,342.2967035
1,21,2971.321393,257.60672
1,21,1369.90207,569.5324664
1,21,415.4691211,222.5409936
1,21,1680.404135,301.9120352
1,21,3220.966712,469.2930924
1,21,1037.36365,326.2973504
1,21,355.0007167,70.00587652
1,21,1680.019129,483.1689038
1,21,1663.672014,465.9195387
1,21,1046.869438,220.7629928
1,21,682.4999116,761.1354076
1,21,3448.533608,179.9780998
1,21,1725.487654,197.0405622
1,21,391.3727393,254.0091765
1,21,63.12725323,406.216765
1,21,10754.07203,250.5516573
1,21,633.4580473,656.3810642
1,21,243.7654617,54.33051019
1,21,1442.085677,425.9695045
1,21,893.664751,132.6696905
1,21,2728.668001,757.4516684
1,21,887.8431077,613.7107869
1,21,4635.091216,1774.333228
1,21,236.5013267,87.93982545
1,21,3476.005416,355.1821098
1,21,1344.980726,473.9843554
1,21,1668.938366,568.9768342
1,21,193.5345586,511.561596
1,21,2551.92601,1164.025423
1,21,3831.783843,849.1248584
1,21,712.2539309,343.7547228
1,21,639.1251987,248.0777847
1,21,3265.683097,12.98594972
1,21,949.1370659,693.7860709
1,21,2138.899197,221.9892837
1,21,6561.639824,656.4702348
1,21,1494.637608,388.193667
1,21,439.3607988,163.0526712
1,21,542.6359231,189.8625603
1,21,759.0723409,362.6242752
1,21,2962.583075,631.237761
1,21,2901.620598,77.87201331
1,21,1287.908524,852.226549
1,21,3005.6785,147.7160481
1,21,686.0397462,749.4683974
1,21,811.5098453,631.8042663
1,21,3960.696586,459.768556
1,21,4481.992334,493.9890912
1,21,2886.567132,29.97219418
1,21,4224.779497,711.2465969
1,21,275.7678426,545.7404063
1,21,487.4108698,182.7490059
1,21,3535.908653,1341.339036
1,21,1765.282001,309.5979685
1,21,887.9166627,1065.903705
1,21,79.61184831,85.80596857
1,21,1814.938729,226.3902324
1,21,8309.614291,982.4117386
1,21,2028.689788,747.7216659
1,21,238.2488829,245.4983656
1,21,1721.993913,154.5330022
1,21,3161.108273,297.4836703
1,21,529.8829445,2327.534491
1,21,435.2691082,172.1509848
1,21,3333.952711,929.5428025
1,21,448.8234095,1280.194962
1,21,2564.129235,503.0072138
1,21,2100.319025,1158.749086
1,21,1148.023672,596.9420897
1,21,621.6511543,102.4022134
1,21,857.5378031,439.0753322
1,21,3886.194634,852.7677032
1,21,289.8237258,441.7202795
1,21,1165.215242,1432.554923
1,21,1182.352063,974.6322349
1,21,3984.361704,364.0605433
1,21,1436.115521,878.4246016
1,21,1960.078194,667.9704614
1,21,358.8953053,350.4974982
1,21,444.3273347,378.5543383
1,21,162.5963286,184.6275638
1,21,1097.711395,210.5530003
1,21,2008.20514,138.086656
1,21,412.4927091,537.7112133
1,21,1955.393335,342.8472868
1,21,419.6735603,466.8199325
1,21,5644.732843,443.9340805
1,21,387.1183452,415.9123936
1,21,1533.718558,104.5305631
1,21,292.5075849,69.88844339
1,21,2067.099603,801.9684602
1,21,4244.251448,678.8732047
1,21,3334.477529,214.2095208
1,21,1736.712405,314.3799453
1,21,560.614497,269.1134736
1,21,496.9534996,295.6613709
1,21,141.2677638,596.6147259
1,21,201.0633459,192.8429128
1,21,925.7049764,2238.703972
1,21,3201.822815,1246.652339
1,21,1218.114653,97.80115519
1,21,1823.22181,178.267944
1,21,737.1467117,602.2758626
1,21,1872.731233,156.188158
1,21,2303.224771,521.8085431
1,21,1478.479863,204.125703
1,21,2367.226918,803.3983489
1,21,2416.633954,558.6470478
1,21,288.6308232,621.5383332
1,21,2104.109221,524.4604782
1,21,323.6064838,240.1242852
1,21,212.0826849,181.5813275
1,21,3239.2528,632.0716051
1,21,1905.994389,95.13890061
1,21,914.9592076,98.21576398
1,21,1433.061322,747.0236314
1,21,2531.962788,428.935157
1,21,743.3601866,796.7771029
1,21,249.6995195,300.6060046
1,21,2238.561651,338.5306152
1,21,2174.625453,1006.353938
1,21,483.7324021,145.8576237
1,21,952.0197284,120.6627584
1,21,388.2070035,614.4752974
1,21,2085.716989,409.755104
1,21,2091.799951,951.9434525
1,21,531.1946903,911.0209723
1,21,4383.91514,815.6956752
1,21,2105.722293,419.7110578
1,21,1471.023386,1054.578236
1,21,7228.927637,1423.798567
1,21,1499.18864,286.7197124
1,21,458.2725889,983.0522424
1,21,173.4900606,256.6615197
1,21,661.797897,612.1972328
1,21,632.7629344,322.4793069
1,21,428.3762565,248.5682356
1,21,1106.477644,507.8296187
1,21,686.6433281,1662.22376
1,21,2370.71443,105.5016208
1,21,597.8653026,307.1400535
1,21,3950.704498,1577.969966
1,21,229.5654205,344.4977703
1,21,1629.256402,302.8643175
1,21,6571.992112,247.2546639
1,21,3975.520349,2327.59905
1,21,869.5948079,333.7334412
1,21,1390.287069,509.5250341
1,21,1983.274262,309.5189593
1,21,275.4833048,641.5218859
1,21,590.0387721,532.1960033
1,21,2059.953033,492.4398954
1,21,2774.413122,954.0466232
1,21,226.3327893,115.7739159
1,21,1508.499628,782.4686815
1,21,1335.452055,714.3844868
1,21,974.3662771,488.6900217
1,21,5138.386236,601.767139
1,21,1259.15924,804.515514
1,21,984.2992766,549.4195565
1,21,2649.133946,745.554162
1,21,3092.867244,38.81226508
1,21,1773.775725,127.3068223
1,21,586.8702768,166.9227077
1,21,4500.454302,371.5563746
1,21,729.2631795,308.1096567
1,21,3036.890594,1084.617618
1,21,232.3831939,204.72373
1,21,866.6399696,304.7449726
1,21,735.9849112,356.2570765
1,21,2040.748533,609.5259608
1,21,983.5828918,87.15615273
1,21,1802.61947,344.5308597
1,21,1408.289672,394.3130186
1,21,655.8985113,807.6222047
1,21,394.9965683,192.6278164
1,21,1833.840703,294.7866478
1,21,5326.584369,402.4560592
1,21,79.3158168,0.703239381
1,21,151.9350142,197.3626997
1,21,798.8812027,469.3036274
1,21,2459.804608,727.5161202
1,21,4278.908089,183.539662
1,21,4440.393536,827.8403002
1,21,2531.239561,160.9718314
1,21,1159.997153,794.1370255
1,21,2373.15786,124.9253432
1,21,345.1192525,277.9587708
1,21,1395.389631,1000.886533
1,21,1150.44469,397.7469119
1,21,1448.203466,1121.932108
1,21,123.274252,899.4429331
1,21,1919.988178,998.7996054
1,21,559.0198421,669.450192
1,21,564.1087067,561.0993049
1,21,2339.06103,1089.502612
1,21,2676.946297,338.9838122
1,21,3597.736906,498.4882786
1,21,5454.722162,34.80303094
1,21,946.5722996,405.23438
1,21,647.6492424,103.3737422
1,21,5279.630391,452.6966671
1,21,6984.274698,277.7160881
1,21,82.97346691,314.7272454
1,21,510.8412951,395.6740103
1,21,1590.809286,1393.367862
1,21,436.5216793,441.1637962
1,21,1159.119168,127.3372797
1,21,-1,-1
1,21,2344.17381,66.68097504
1,21,2314.24118,257.3053113
1,21,260.3064214,203.9519766
1,21,1033.618304,709.2880052
1,21,9492.253257,391.7232553
1,21,1466.19762,1434.267399
1,21,561.9325415,618.7389495
1,21,1082.302797,91.71874227
1,21,268.3472465,919.6681933
1,21,1051.841027,352.2837398
1,21,2048.327952,1268.908176
1,21,353.6373728,1581.240136
1,21,868.4728875,70.46361233
1,21,766.8516957,220.2879832
1,21,1596.327131,342.8057548
1,21,245.0428393,1385.110746
1,21,439.9108503,1309.161192
1,21,3939.702994,791.8658544
1,21,4734.759965,371.0139317
1,21,2613.414919,689.4706361
1,21,1289.929387,733.7443421
1,21,576.1420668,882.8084014
1,21,3581.788118,769.1702124
1,21,1636.611945,28.38661508
1,21,389.4053664,123.3791576
1,21,886.1447088,430.6073002
1,21,1556.309053,343.6472377
1,21,1663.05568,954.8134023
1,21,2033.288395,466.6381942
1,21,522.2283899,223.8488519
1,21,2978.823007,343.5802993
1,21,836.8822117,631.3420063
1,21,903.8648774,346.892141
1,21,4072.923445,1179.675053
1,21,1576.158118,447.8455727
1,21,3569.529443,1849.921091
1,21,1221.046888,92.00269558
1,21,2034.512615,348.1024887
1,21,5034.331775,868.9215387
1,21,2680.966978,382.7141068
1,21,2478.159342,262.7838435
1,21,613.1322955,199.9182895
1,21,997.5291008,752.8231954
1,21,1591.615904,564.2355378
1,21,577.0089551,1626.779925
1,21,226.8183922,113.3786918
1,21,357.3551309,478.2548501
1,21,2561.639074,369.4136441
1,21,868.763489,302.5595195
1,21,2254.293004,389.1404697
1,21,286.6602926,331.7988098
1,21,277.0046331,308.4300196
1,21,735.1523287,727.653608
1,21,1045.204308,71.79016073
1,21,884.5566616,175.1324583
1,21,3417.379545,38.92042495
1,21,4648.826423,466.9690975
1,21,4480.251433,352.9584099
1,21,2231.058884,430.4224067
1,21,2162.244238,586.8223427
1,21,523.0995611,335.5181727
1,21,364.7005677,363.9195921
1,21,1777.622415,136.1459265
1,21,1598.733302,961.4922213
1,21,1093.316229,853.4797874
1,21,583.5897494,433.6449341
1,21,2918.494024,1221.011331
1,21,1344.161955,52.29885466
1,21,169.7451591,1399.112228
1,21,958.1849221,339.0949756
1,21,1547.850752,451.9309449
1,21,268.6162167,363.6139545
1,21,559.7697928,188.7574798
1,21,148.952862,1077.069885
1,21,437.5209382,624.7808659
1,21,247.45415,250.4350086
1,21,3683.57727,106.3743546
1,21,938.7514299,469.2502086
1,21,1741.847272,12.3600901
1,21,3630.341814,704.4993886
1,21,610.9729438,290.5381311
1,21,525.9135566,123.7220091
1,21,2329.957514,275.1548346
1,21,1667.979267,1352.37458
1,21,669.1414824,232.4099581
1,21,1532.576854,1203.91678
1,21,1067.792559,797.3138994
1,21,2166.001466,17.97870153
1,21,2635.241912,212.2032736
1,21,2640.222707,215.6081277
1,21,1575.517836,141.6004636
1,21,607.6489009,113.72697
1,21,735.6109738,1179.823936
1,21,168.8716552,10.42180015
1,21,1308.029671,288.7720312
1,21,2206.276696,792.181299
1,21,2629.319914,1544.065159
1,21,785.1632964,875.7416368
1,21,2596.549881,325.3150351
1,21,675.1068225,969.4995217
1,21,3101.272117,548.9402281
1,21,185.0655064,431.2169274
1,21,1797.906698,814.8378901
1,21,477.9222815,523.5652184
1,21,305.4718303,261.0073837
1,21,399.225793,51.20745832
1,21,1109.254834,257.4025207
1,21,568.4893342,669.6508946
1,21,573.4657773,812.4560992
1,21,2503.860074,72.54485939
1,21,2828.653444,835.8972222
1,21,1316.547156,948.5943903
1,21,1167.784579,638.6488547
1,21,7732.859803,1408.298313
1,21,3274.94697,427.4552127
1,21,392.722519,1.276061912
1,21,1071.580578,1252.032327
1,21,1756.846861,505.2232336
1,21,208.0431901,82.84603368
1,21,478.6609142,387.2582863
1,21,4343.406903,1131.586605
1,21,5378.24193,924.3757052
1,21,1409.902673,1129.631523
1,21,628.7677481,905.47468
1,21,303.8489705,849.4301727
1,21,368.400264,551.1456923
1,21,1549.406752,49.72161547
1,21,1993.301325,762.1277389
1,21,2512.963348,961.3149631
1,21,3296.807954,1188.59468
1,21,1684.219093,193.487153
1,21,655.5657287,371.3545934
1,21,1046.931639,567.7242598
1,21,2500.918689,900.7133069
1,21,1262.687882,85.05823777
1,21,845.5157343,945.5750576
1,21,5465.130048,748.2709441
1,21,441.036088,275.9654302
1,21,2330.7608,1772.836599
1,21,396.5063615,331.0470798
1,21,571.0101541,109.6536225
1,21,2581.357219,1700.263881
1,21,1390.731518,227.1398829
1,21,2017.982726,1121.804997
1,21,1508.452831,212.9569037
1,21,1505.748903,474.775746
1,21,1037.75976,425.4270305
1,21,4147.347791,505.4023356
1,21,2814.728845,1795.891706
1,21,1104.553907,889.6260512
1,21,1120.751257,280.0709547
1,21,2026.081405,518.2680433
1,21,6373.234145,328.9046422
1,21,226.184503,2147.791381
1,21,844.2436402,76.6571611
1,21,1886.640192,821.0751026
1,21,276.4434995,189.3184434
1,21,421.1169961,224.4516079
1,21,2017.348549,94.3101995
1,21,1100.787427,325.6564455
1,21,1027.385068,209.5077969
1,21,3477.773144,578.0513388
1,21,3274.887023,709.9675148
1,21,1636.998965,2827.01623
1,21,2022.916572,1293.021543
1,21,881.1683779,125.1177682
1,21,329.0186084,621.6134135
1,21,556.5283247,454.5008498
1,21,1388.747955,349.2070643
1,21,1072.142093,98.29276919
1,21,7284.149498,708.9868441
1,21,2630.020683,209.4863396
1,21,2311.062211,442.7321255
1,21,3137.264033,1167.229384
1,21,200.4944192,471.1102894
1,21,353.2270652,1775.249564
1,21,1092.626182,211.1798559
1,21,3711.463148,1295.652881
1,21,1498.630703,591.1280692
1,21,609.5895228,409.6140998
1,21,1602.410522,158.2304151
1,21,1219.013667,254.1593428
1,21,4156.698404,269.9425884
1,21,848.4348832,201.5297189
1,21,5366.399929,121.2443718
1,21,2073.578767,401.3778814
1,21,1351.088253,383.2566329
1,21,522.6633347,1845.489725
1,21,2128.835447,500.5521158
1,21,4215.613484,1504.540244
1,21,4022.951445,1254.692457
1,21,605.9948586,820.9760346
1,21,1334.01953,1083.388672
1,21,510.8679969,1049.666762
1,21,1100.908035,1137.196918
1,21,1739.257034,539.3331752
1,21,291.0560147,349.9858152
1,21,803.1277554,135.0316049
1,21,4376.599199,438.7382589
1,21,3155.174702,1354.693415
1,21,1216.072656,963.6858021
1,21,1683.249948,745.4967544
1,21,50.44134189,1328.659434
1,21,1800.193437,643.7665417
1,21,3240.836977,135.3013812
1,21,810.6333478,386.3301711
1,21,279.738908,284.6025102
1,21,1175.83658,212.1543293
1,21,4313.379707,700.1570042
1,21,2365.738003,462.609364
1,21,1306.336312,661.979922
1,21,2106.568867,212.2596586
1,21,2032.836188,269.2829991
1,21,2163.236483,637.5374997
1,21,1447.492723,367.6270788
1,21,476.3095305,144.5820446
1,21,1225.310186,234.2974027
1,21,815.277737,240.8722421
1,21,1140.871505,488.6580905
1,21,631.7430989,416.3553065
1,21,1115.533104,571.9559171
1,21,391.3735872,175.3817396
1,21,10143.22327,286.90691
1,21,421.317138,593.1481638
1,21,1179.863447,471.3828448
1,21,566.1210155,293.144115
1,21,975.5311202,348.5748444
1,21,750.5869099,554.9439809
1,21,2156.736295,443.1176285
1,21,499.21096,399.1541376
1,21,262.2487927,5.858796023
1,21,983.1302106,362.5544583
1,21,6392.785028,117.6554705
1,21,1573.490197,59.47249765
1,21,394.2095606,282.4260802
1,21,5887.878305,219.9523499
1,21,793.3933481,1112.905927
1,21,294.2485717,990.2458788
1,21,1195.881272,543.4911879
1,21,2941.949447,892.9879989
1,21,2181.171125,24.8913225
1,21,834.1802143,86.82896827
1,21,201.6353957,290.0533165
1,21,381.6821305,418.5792192
1,21,1317.171953,792.2736472
1,21,661.8233646,181.4341038
1,21,1760.052381,145.1237108
1,21,3333.32737,3.246067226
1,21,1057.237943,104.2316543
1,21,1362.621729,692.9100512
1,21,2123.535012,1302.938906
1,21,1913.847041,650.1448949
1,21,80.63591791,426.8680123
1,21,745.2687698,439.533626
1,21,6295.599653,1400.458956
1,21,2378.486696,332.00371
1,21,1403.065998,1290.156175
1,21,655.2765393,568.0459855
1,21,180.6674842,244.023549
1,21,2205.946646,94.71125128
1,21,557.8232761,761.0178309
1,21,615.2688847,230.1744187
1,21,3889.0557,782.9012964
1,21,677.8512376,409.9803941
1,21,2894.547193,596.343221
1,21,1451.362316,279.1163854
1,21,231.6986302,384.4623822
1,21,625.9490265,173.5063927
1,21,299.4687913,155.6167533
1,21,701.1749657,157.6799766
1,21,964.5966704,404.1703546
1,21,1077.293911,66.7777806
1,21,164.3513116,515.1317279
1,21,4976.933871,432.9206463
1,21,6056.688002,489.3338771
1,21,408.9694663,485.0416258
1,21,1020.815324,511.3515721
1,21,1010.44401,1150.689538
1,21,620.5286435,660.8755681
1,21,7433.607015,1651.924248
1,21,430.2292872,319.4624019
